"Paper_ID","TARA-KB:Article_ID","TARA-KB:Study_ID","TARA-KB:OCSI_Set_ID","Artcle-URI","Article-Title","Acupoints-Extracted","Acupoints-Normalized","Acupoints-Mapped","Acupoints-Unmappable","Acupoints_TARA_IDs","Comment for internal use (CORE)","Comment from TEAM-Core","Comment",""
"421","A-112625-421","S-112625-421","O-112625-421","https://doi.org/10.1111/j.1523-536x.2008.00290.x","Acupuncture as Pain Relief During Delivery: A Randomized Controlled Trial","Not specified","Not specified","","","","","","",""
"1352","A-112625-1352","S-112625-1352","O-112625-1352","https://doi.org/10.3103/S1047197914010049","Acupuncture at Cervical Jiaji (EX B2) Combined with Motion Moxibustion in Treating 58 Patients with Cervical Spondylotic Radiculopathy","EX B2","EX B2","Huatuojiaji","","TARA:3734471","","","",""
"452","A-112625-452","S-112625-452","O-112625-452","https://doi.org/10.1136/acupmed-2013-010469","Acupuncture combined with an antidepressant for patients with depression in hospital: a pragmatic randomised controlled trial","GV 24, GV 20, GV 14, GV 4, LR 3, SP 9, LR 14, HT 7, ST 36, KI 3, CV 4, CV 6, An'mian, PC 6, ST 25, ST 37","GV 24, GV 20, GV 14, GV 4, LR 3, SP 9, LR 14, HT 7, ST 36, KI 3, CV 4, CV 6, An'mian, PC 6, ST 25, ST 37","GV 24, GV 20, GV 14, GV 4, LR 3, SP 9, LR 14, HT 7, ST 36, KI 3, CV 4, CV 6, Anmian, PC 6, ST 25, ST 37","","TARA:7679931, TARA:3386254, TARA:8452754, TARA:8557069, TARA:6499349, TARA:3553465, TARA:7479763, TARA:2442762, TARA:6463344, TARA:4362146, TARA:9921528, TARA:8833337, TARA:3480360, TARA:4311153, TARA:5717468, TARA:5918799","","","",""
"1322","A-112625-1322","S-112625-1322","O-112625-1322","uri not found","Acupuncture Combined with Chinese Medicine in the Treatment of Vascular Dementia","Not specified","Not specified","","","","","","",""
"1337","A-112625-1337","S-112625-1337","O-112625-1337","uri not found","Acupuncture Combined with Massage for Treatment of Cervical Spondylosis of Vertebral Artery Type","EX B2, GV 20, GB 20, LI 18, PC 6, BL 1, BL 2","EX B2, GV 20, GB 20, LI 18, PC 6, BL 1, BL 2","Huatuojiaji, GV 20, GB 20, LI 18, PC 6, BL 1, BL 2","","TARA:3734471, TARA:3386254, TARA:2324295, TARA:9159226, TARA:4311153, TARA:1460220, TARA:8104948","","","",""
"601","A-112625-601","S-112625-601","O-112625-601","https://doi.org/10.1016/s0254-6272(09)60074-1","Acupuncture Combined with Music Therapy for Treatment of 30
Cases of Cerebral Palsy","GV 20, GV 17, GB 19, GV 24, GB 13, LI 11, TE 5, LI 4, PC 6, HT 7, PC 8, KI 1, Quanzhong, ST 36, SP 6, LR 3,
ST 44, KI 3, BL 60, EX LE10, BL 40, EX UE9, CV 23, GB 14, EX HN5, BL 1, ST 2,
TE 21, SI 19, GB 2, TE 17,
EX HN3, BL 62, KI 6,
BL 18, BL 23,
CV 13, CV 12, CV 10, CV 14, CV 6, ST 5,
ST 40, BL 17","GV 20, GV 17, GB 19, GV 24, GB 13, LI 11, TE 5, LI 4, PC 6, HT 7, PC 8, KI 1, Quanzhong, ST 36, SP 6, LR 3, ST 44, KI 3, BL 60, EX LE10, BL 40, EX UE9, CV 23, GB 14, EX HN5, BL 1, ST 2, TE 21, SI 19, GB 2, TE 17, EX HN3, BL 62, KI 6, BL 18, BL 23, CV 13, CV 12, CV 10, CV 14, CV 6, ST 5, ST 40, BL 17","GV 20, GV 17, GB 19, GV 24, GB 13, LI 11, TE 5, LI 4, PC 6, HT 7, PC 8, KI 1, ST 36, SP 6, LR 3, ST 44, KI 3, BL 60, Bafeng, BL 40, Baxie, CV 23, GB 14, Taiyang, BL 1, ST 2, TE 21, SI 19, GB 2, TE 17, Yintang, BL 62, KI 6, BL 18, BL 23, CV 13, CV 12, CV 10, CV 14, CV 6, ST 5, ST 40, BL 17","Quanzhong","TARA:3386254, TARA:6135195, TARA:3493245, TARA:7679931, TARA:4994509, TARA:8923096, TARA:8393005, TARA:0859695, TARA:4311153, TARA:2442762, TARA:5212832, TARA:4512048, TARA:6463344, TARA:4385250, TARA:6499349, TARA:8440155, TARA:4362146, TARA:5047947, TARA:6659923, TARA:5290080, TARA:2491709, TARA:5804897, TARA:9987270, TARA:9534465, TARA:1460220, TARA:6392753, TARA:3361879, TARA:1772472, TARA:2849795, TARA:6615149, TARA:3135569, TARA:1628341, TARA:2108622, TARA:9655874, TARA:0992296, TARA:4525270, TARA:0434959, TARA:1822260, TARA:4823591, TARA:8833337, TARA:0095074, TARA:9531666, TARA:1124682","","","",""
"437","A-112625-437","S-112625-437","O-112625-437","https://doi.org/10.1016/S0254-6272(08)60003-5","Acupuncture Combined with Spinal Tui Na for Treatment of Primary Dysmenorrhea in 30 Cases","GV 26, BL 40, GV 3, CV 3, CV 6, LR 2, SP 10, CV 4, BL 20, BL 23, GV 4, KI 12, ST 36, SP 8, SP 6","GV 26, BL 40, GV 3, CV 3, CV 6, LR 2, SP 10, CV 4, BL 20, BL 23, GV 4, KI 12, ST 36, SP 8, SP 6","GV 26, BL 40, GV 3, CV 3, CV 6, LR 2, SP 10, CV 4, BL 20, BL 23, GV 4, KI 12, ST 36, SP 8, SP 6","","TARA:0829128, TARA:5290080, TARA:8807122, TARA:0022762, TARA:8833337, TARA:6862058, TARA:8433932, TARA:9921528, TARA:3283628, TARA:0992296, TARA:8557069, TARA:9217640, TARA:6463344, TARA:6848518, TARA:4385250","","","",""
"1608","A-112625-1608","S-112625-1608","O-112625-1608","https://doi.org/10.1007/s11726-013-0651-z","Acupuncture Combined with Tuina Treatment for Infantile Diarrhea","SP 3, LU 11, SP 6, ST 36","SP 3, LU 11, SP 6, ST 36","SP 3, LU 11, SP 6, ST 36","","TARA:3003448, TARA:0831517, TARA:4385250, TARA:6463344","","","",""
"1047","A-112625-1047","S-112625-1047","O-112625-1047","https://doi.org/10.1111/j.1365-2044.2004.03577.x","Acupuncture compared to placebo-acupuncture for postoperative nausea and vomiting prophylaxis: A randomised placebo-controlled patient and observer blind trial","P 6, ST 36, paravertebral acupuncture points","P 6, ST 36, paravertebral acupuncture points","PC 6, ST 36","paravertebral acupuncture points","TARA:4311153, TARA:6463344","","","",""
"1023","A-112625-1023","S-112625-1023","O-112625-1023","https://doi.org/10.1093/annonc/mdr402","Acupuncture compared with placebo acupuncture in radiotherapy-induced nausea-a randomized controlled study","PC 6","PC 6","PC 6","","TARA:4311153","","","",""
"1521","A-112625-1521","S-112625-1521","O-112625-1521","https://doi.org/10.1016/0022-3913(85)90440-8","Acupuncture compared with stomatognathic treatment for TMJ dysfunction","Not specified","Not specified","","","","","","",""
"1307","A-112625-1307","S-112625-1307","O-112625-1307","https://doi.org/10.1159/000073135","Acupuncture Conversion of Fetal Breech Presentation","UB 67, VU 67","UB 67, VU 67","BL 67","VU 67","TARA:7218725","","","",""
"1607","A-112625-1607","S-112625-1607","O-112625-1607","https://doi.org/10.1089/acm.2007.0524","Acupuncture De Qi, from Qualitative History to Quantitative Measurement","LI 4, ST 36, SP 6","LI 4, ST 36, SP 6","LI 4, ST 36, SP 6","","TARA:0859695, TARA:6463344, TARA:4385250","","","",""
"412","A-112625-412","S-112625-412","O-112625-412","https://doi.org/10.1097/00002508-200305000-00006","Acupuncture During Labor Can Reduce the Use of Meperidine: A Controlled Clinical Study","GV 20, HT 7, LR 3, CV 4, LI 10, LI 11, BL 23, BL 60, BL 27, BL 28, BL 32, LI 4, SP 6, PC 6, PC 7, ST 36","GV 20, HT 7, LR 3, CV 4, LI 10, LI 11, BL 23, BL 60, BL 27, BL 28, BL 32, LI 4, SP 6, PC 6, PC 7, ST 36","GV 20, HT 7, LR 3, CV 4, LI 10, LI 11, BL 23, BL 60, BL 27, BL 28, BL 32, LI 4, SP 6, PC 6, PC 7, ST 36","","TARA:3386254, TARA:2442762, TARA:6499349, TARA:9921528, TARA:0742938, TARA:8923096, TARA:0992296, TARA:5047947, TARA:6929444, TARA:5318530, TARA:6742407, TARA:0859695, TARA:4385250, TARA:4311153, TARA:9020892, TARA:6463344","","","",""
"1299","A-112625-1299","S-112625-1299","O-112625-1299","uri not found","Acupuncture Effect On Painful Electrical Stimulation Of The Dental Pulp","LI 4","LI 4","LI 4","","TARA:0859695","","","",""
"354","A-112625-354","S-112625-354","O-112625-354","https://doi.org/10.1007/s10286-004-0171-5","Acupuncture effects on autonomic responses to cold pressor and handgrip exercise in healthy humans","P 6, Liv 3, Li 4","P 6, Liv 3, Li 4","PC 6, LR 3, LI 4","","TARA:4311153, TARA:6499349, TARA:0859695","","","",""
"1062","A-112625-1062","S-112625-1062","O-112625-1062","https://doi.org/10.1161/STROKEAHA.114.007659","Acupuncture Efficacy on Ischemic Stroke Recovery Multicenter Randomized Controlled Trial in China","DU 26, PC 6, SP 6, DU 20, ST 36, ST 40, LR 3, LL 5, GB 20, RN 6","DU 26, PC 6, SP 6, DU 20, ST 36, ST 40, LR 3, LL 5, GB 20, RN 6","GV 26, PC 6, SP 6, GV 20, ST 36, ST 40, LR 3, GB 20, CV 6","LL 5","TARA:0829128, TARA:4311153, TARA:4385250, TARA:3386254, TARA:6463344, TARA:9531666, TARA:6499349, TARA:2324295, TARA:8833337","","","",""
"24","A-112625-24","S-112625-24","O-112625-24","https://doi.org/10.1034/j.1399-6576.2003.00224.x","Acupuncture facilitates neuromuscular and oculomotor responses to skin incision with no influence on auditory evoked potentials under sevoflurane anaesthesia","LI 4, PC 6, ST 36, SP 9, LR 3, SP 6","LI 4, PC 6, ST 36, SP 9, LR 3, SP 6","LI 4, PC 6, ST 36, SP 9, LR 3, SP 6","","TARA:0859695, TARA:4311153, TARA:6463344, TARA:3553465, TARA:6499349, TARA:4385250","","","",""
"978","A-112625-978","S-112625-978","O-112625-978","https://doi.org/10.1016/0376-8716(92)90022-5","Acupuncture fails to improve treatment outcome in alcoholics","Liver 3, Stomach 36, Triple Heater 5, Large Intestine 4, Governor Vessel 20, Shen Men, Lung","Liver 3, Stomach 36, Triple Heater 5, Large Intestine 4, Governor Vessel 20, Shen Men, Lung","LR 3, ST 36, TE 5, LI 4, GV 20, HT 7","Lung","TARA:6499349, TARA:6463344, TARA:8393005, TARA:0859695, TARA:3386254, TARA:2442762","","","",""
"25","A-112625-25","S-112625-25","O-112625-25","https://doi.org/10.1034/j.1399-6576.2003.00171.x","Acupuncture fails to reduce but increases anaesthetic gas required to prevent movement in response to surgical incision","LI 4, PC 6, ST 36, SP 9, LR 3, SP 6","LI 4, PC 6, ST 36, SP 9, LR 3, SP 6","LI 4, PC 6, ST 36, SP 9, LR 3, SP 6","","TARA:0859695, TARA:4311153, TARA:6463344, TARA:3553465, TARA:6499349, TARA:4385250","","","",""
"136","A-112625-136","S-112625-136","O-112625-136","https://doi.org/10.1097/AJP.0b013e31824909f9","Acupuncture for Acute Low Back Pain: A Systematic Review","Not specified","Not specified","","","","","","",""
"615","A-112625-615","S-112625-615","O-112625-615","https://doi.org/10.1002/14651858.CD007700.pub2","Acupuncture for acute management and rehabilitation of traumatic brain injury","GV 26, PC 8, KI 11, KI 6, BL 62, KI 8, BL 59, LI 12, SI 10, LI 11, TE 5, LI 4, GB 30, SP 6, GB 34, LR 3, GB 20, MS 8, MS 9, ST 8, MS 10, ST 31, ST 32, GB 39, ST 36, ST 41, ST 4, CV 24, TE 17, ST 2, EX-HN 1, PC 6, HT 7, CV 23, HT 5, BL 1, EX-HN 7, GB 37","GV 26, PC 8, KI 11, KI 6, BL 62, KI 8, BL 59, LI 12, SI 10, LI 11, TE 5, LI 4, GB 30, SP 6, GB 34, LR 3, GB 20, MS 8, MS 9, ST 8, MS 10, ST 31, ST 32, GB 39, ST 36, ST 41, ST 4, CV 24, TE 17, ST 2, EX-HN 1, PC 6, HT 7, CV 23, HT 5, BL 1, EX-HN 7, GB 37","GV 26, PC 8, KI 11, KI 6, BL 62, KI 8, BL 59, LI 12, SI 10, LI 11, TE 5, LI 4, GB 30, SP 6, GB 34, LR 3, GB 20, ST 8, ST 31, ST 32, GB 39, ST 36, ST 41, ST 4, CV 24, TE 17, ST 2, Sishencong, PC 6, HT 7, CV 23, HT 5, BL 1, Qiuhou, GB 37","MS 8, MS 9, MS 10","TARA:0829128, TARA:5212832, TARA:9609679, TARA:2108622, TARA:1628341, TARA:6046086, TARA:4995021, TARA:9554328, TARA:0683404, TARA:8923096, TARA:8393005, TARA:0859695, TARA:9378285, TARA:4385250, TARA:8758950, TARA:6499349, TARA:2324295, TARA:9946635, TARA:9294655, TARA:8826565, TARA:3770332, TARA:6463344, TARA:6019290, TARA:1429314, TARA:8876563, TARA:6615149, TARA:6392753, TARA:9610280, TARA:4311153, TARA:2442762, TARA:5804897, TARA:1282828, TARA:1460220, TARA:9268434, TARA:6320058","","","",""
"131","A-112625-131","S-112625-131","O-112625-131","https://doi.org/10.1016/j.ctim.2007.03.001","Acupuncture for acute non-specific low back pain: a pilot randomised non-penetrating sham controlled trial","GV 3, GV 4, BL 23, BL 25, GB 29, GB 30, GB 31, GB 34, BL 36, BL 37, BL 40, BL 56, BL 60","GV 3, GV 4, BL 23, BL 25, GB 29, GB 30, GB 31, GB 34, BL 36, BL 37, BL 40, BL 56, BL 60","GV 3, GV 4, BL 23, BL 25, GB 29, GB 30, GB 31, GB 34, BL 36, BL 37, BL 40, BL 56, BL 60","","TARA:8807122, TARA:8557069, TARA:0992296, TARA:0906448, TARA:0427594, TARA:9378285, TARA:5264783, TARA:8758950, TARA:9927213, TARA:2678584, TARA:5290080, TARA:7641637, TARA:5047947","","","",""
"101","A-112625-101","S-112625-101","O-112625-101","https://doi.org/10.1136/acupmed-2013-010333","Acupuncture for acute non-specific low back pain: a randomised, controlled, double-blind, placebo trial","Not specified","Not specified","","","","","","",""
"4","A-112625-4","S-112625-4","O-112625-4","https://doi.org/10.1111/papr.12208","Acupuncture for Acute Postoperative Pain after Back Surgery: A Systematic Review and Meta-analysis of Randomized Controlled Trials","BL 40, GB 34, HT 7, P 6, BL 25, GB 31, BL 26, GB 30, BL 62, BL 23, BL 36, CV 12, CV 9, CV 6, CV 4, TF 4, AT 3, AH 9, CO 4, CO 18","","","","","","","",""
"1526","A-112625-1526","S-112625-1526","O-112625-1526","https://doi.org/10.1211/fact.15.2.0004","Acupuncture for addictions: a systematic review of systematic reviews","Not specified","Not specified","","","","","","",""
"663","A-112625-663","S-112625-663","O-112625-663","https://doi.org/10.1097/MD.0000000000009838","Acupuncture for adults with overactive bladder A systematic review and meta-analysis of randomized controlled trials","SP 6, BL 28, BL 32, KI 3, BL 23","","","","","","","",""
"985","A-112625-985","S-112625-985","O-112625-985","https://doi.org/10.1111/j.1530-0277.2009.00959.x","Acupuncture for Alcohol Dependence: A Systematic Review","LI 4, LI 11, PC 6, TE 5, KI 4, GB 8, GB 14, HT 7, Thaiyang, Yintang, Shenmen, Lung, LR 3, ST 36, GV 20","","","","","","review paper","",""
"946","A-112625-946","S-112625-946","O-112625-946","https://doi.org/10.1155/2017/7823278","Acupuncture for Alcohol Use Disorder: A Meta-Analysis","ST 36, HT 7","ST 36, HT 7","ST 36, HT 7","","TARA:6463344, TARA:2442762","","","",""
"961","A-112625-961","S-112625-961","O-112625-961","https://doi.org/10.1093/alcalc/agg091","Acupuncture for alcohol withdrawal: A randomized controlled trial","Diaphragm, Cheerfulness, Insomnia, Sympathetic, Spleen, Laterality, Lung, Shen Men","Diaphragm, Cheerfulness, Insomnia, Sympathetic, Spleen, Laterality, Lung, Shen Men","HT 7","Diaphragm, Cheerfulness, Insomnia, Sympathetic, Spleen, Laterality, Lung","TARA:2442762","","","",""
"1450","A-112625-1450","S-112625-1450","O-112625-1450","uri not found","Acupuncture for Allergic Rhinitis: A Literature Review","L 120, yintang, LI 4, St 36, UB 12, GB 20, UB 13, UB 20, UB 23, Du 23, LI 20, Fengmen","","","","","","","",""
"850","A-112625-850","S-112625-850","O-112625-850","https://doi.org/10.1016/S1081-1206(10)60330-4","Acupuncture for allergic rhinitis: a systematic review","Not specified","Not specified","","","","","","",""
"484","A-112625-484","S-112625-484","O-112625-484","https://doi.org/10.1111/j.1742-1241.2009.02043.x","Acupuncture for Alzheimer's disease: a systematic review","GV 20, Sishenchong, GB 20, BL 23, HT 7, PC 6, SP 6, KI 3, ST 36, ST 40, LR 3, Yintang, GV 14","","","","","","","",""
"920","A-112625-920","S-112625-920","O-112625-920","https://doi.org/10.1186/1472-6882-13-55","Acupuncture for ankle sprain: systematic review and meta-analysis","ST 36, GB 39, KI 3, BL 60, GB 40, GB 43, ST 41, BL 62, GB 34, SP 9, ashi points","","","","","","","",""
"494","A-112625-494","S-112625-494","O-112625-494","https://doi.org/10.1136/aim.25.1-2.1","Acupuncture for anxiety and anxiety disorders -a systematic literature review","ST 36, PC 6, ST 25, LR 3, BL 23, GV 4, LI 11, MA-IC, MA-SC, Heart, MA-IC3, GV 20, HT 7, PC 6, BL 62, LR 2, PC 7, GV 20, HT 7, PC 6, DU 20, DU 24, EX-HN 1, EX-HN 3, EX-HN 5, EX-HN 22, GB 13, GB 8, LR 3, SP 6, KI 3, BL 15, BL 20, BL 18, BL 23, Shenmen","","","","","","review paper","",""
"1605","A-112625-1605","S-112625-1605","O-112625-1605","https://doi.org/10.1155/2013/169184","Acupuncture for Anxiety in Lactating Mothers with Preterm Infants: A Randomized Controlled Trial","Shenmen","Ear Shenmen","","Ear Shenmen","","","added ""ear""","",""
"1875","A-112625-1875","S-112625-1875","O-112625-1875","https://doi.org/10.1002/14651858.CD007839.pub2","Acupuncture for Attention Deficit Hyperactivity Disorder (ADHD) in children and adolescents (Review)","GV 24, GB 13, EX-HN 3, EX-HN 5, EX-HN 1, BL 18, BL 23, KI 3, BL 20, LR 3, ST 36, ST 42, HT 7, KI 7, LU 7, Shenmen, heart, kidney, liver, gallbladder, brain, sympathetic nerve, subcortex","","","","","","review paper","",""
"478","A-112625-478","S-112625-478","O-112625-478","https://doi.org/10.1002/14651858.CD007849.pub2","Acupuncture for autism spectrum disorders (ASD)","GV 20, EX-HN 3, HT 7, SP 6, GV 24, GB 13, EX-HN 1, GV 17, GB 19, PC 6, Run Ze, Guan Zhu, Tian Men, Di You, LI 20, GV 26, ST 4, ST 7, SJ 17, ST 6, Ren 23, Ren 24, DU 15, DU 16, DU 17, DU 20, GV 14","GV 20, EX-HN 3, HT 7, SP 6, GV 24, GB 13, EX-HN 1, GV 17, GB 19, PC 6, Run Ze, Guan Zhu, Tian Men, Di You, LI 20, GV 26, ST 4, ST 7, SJ 17, ST 6, Ren 23, Ren 24, DU 15, DU 16, DU 17, DU 20, GV 14","GV 20, Yintang, HT 7, SP 6, GV 24, GB 13, Sishencong, GV 17, GB 19, PC 6, LI 20, GV 26, ST 4, ST 7, TE 17, ST 6, CV 23, CV 24, GV 15, GV 16, GV 17, GV 20, GV 14","Run Ze, Guan Zhu, Tian Men, Di You","TARA:3386254, TARA:3135569, TARA:2442762, TARA:4385250, TARA:7679931, TARA:4994509, TARA:9610280, TARA:6135195, TARA:3493245, TARA:4311153, TARA:6681003, TARA:0829128, TARA:1429314, TARA:2990862, TARA:6615149, TARA:7834226, TARA:5804897, TARA:8876563, TARA:4427404, TARA:3361967, TARA:6135195, TARA:3386254, TARA:8452754","","","",""
"115","A-112625-115","S-112625-115","O-112625-115","https://doi.org/10.1001/archinte.158.20.2235","Acupuncture for Back Pain A Meta-Analysis of Randomized Controlled Trials","Not specified","Not specified","","","","","","",""
"1217","A-112625-1217","S-112625-1217","O-112625-1217","https://doi.org/10.1002/14651858.CD002914.pub2","Acupuncture for Bell's Palsy","EX-HN 5, ST 7, ST 6, ST 4, SI 18, SJ 17, LI 20, LI 4, ST 40, ST 36, LR 3, BL 14, ST 2, BL 1, BL 2, GB 1, GB 20, SJ 23, EX-HN 4, DU 36, EX-HN 17, RN 6, RN 4","EX-HN 5, ST 7, ST 6, ST 4, SI 18, SJ 17, LI 20, LI 4, ST 40, ST 36, LR 3, BL 14, ST 2, BL 1, BL 2, GB 1, GB 20, SJ 23, EX-HN 4, DU 36, EX-HN 17, RN 6, RN 4","Taiyang, ST 7, ST 6, ST 4, SI 18, TE 17, LI 20, LI 4, ST 40, ST 36, LR 3, BL 14, ST 2, BL 1, BL 2, GB 1, GB 20, TE 23, Yuyao, CV 6, CV 4","DU 36, EX-HN 17","TARA:9534465, TARA:2990862, TARA:7834226, TARA:1429314, TARA:0287877, TARA:6615149, TARA:6681003, TARA:0859695, TARA:9531666, TARA:6463344, TARA:6499349, TARA:9523348, TARA:6392753, TARA:1460220, TARA:8104948, TARA:5541141, TARA:2324295, TARA:6752232, TARA:6946713, TARA:8833337, TARA:9921528","","","",""
"1212","A-112625-1212","S-112625-1212","O-112625-1212","https://doi.org/10.1002/14651858.CD002914.pub3","Acupuncture for Bell's palsy (Review)","Not specified","Not specified","","","","","","",""
"1216","A-112625-1216","S-112625-1216","O-112625-1216","https://doi.org/10.1007/s11655-011-0861-5","Acupuncture for Bell's Palsy: A Systematic Review and Meta-analysis","SI 18, ST 2, ST 4, ST 6, GB 14, LI 4, TE 17, ExHN 7, BL 14, BL 1, ExHN 5, BL 2, GB 1, GB 20, LI 20, BL 2, GB 14, ExHN 41, TE 23, ExHN 46, LI 19, GV 26, GV 11, ST 7, ExHN 1, LI 4, LR 3, BL 62, KI 6, ST 36, ST 40, ExHN 46","","","","","","","",""
"676","A-112625-676","S-112625-676","O-112625-676","https://doi.org/10.1371/journal.pone.0174586","Acupuncture for benign prostatic hyperplasia: A systematic review and meta-analysis","BL 33, BL 35, BL 54","","","","","","","",""
"1603","A-112625-1603","S-112625-1603","O-112625-1603","https://doi.org/10.1016/j.ctim.2012.07.007","Acupuncture for cancer patients suffering from hiccups: A systematic review and meta-analysis","ST 36, LI 4, PC 6, LR 3, CV 22, CV 17, BL 2, TE 17, CV 12","","","","","","","",""
"635","A-112625-635","S-112625-635","O-112625-635","https://doi.org/10.1007/s00520-017-3812-7","Acupuncture for cancer-related fatigue in lung cancer patients: a randomized, double blind, placebo-controlled pilot trial","LI 4, Ren 6, ST 36, KI 3, SP 6","LI 4, Ren 6, ST 36, KI 3, SP 6","LI 4, CV 6, ST 36, KI 3, SP 6","","TARA:0859695, TARA:8833337, TARA:6463344, TARA:4362146, TARA:4385250","","","",""
"566","A-112625-566","S-112625-566","O-112625-566","https://doi.org/10.1007/s00520-013-1765-z","Acupuncture for cancer-related fatigue: a systematic review of randomized clinical trials","KI 3, SP 6, LI 4, ST 36, CV 6, LU 9, SP 3, KI 2, TE 6, KI 27, CV 4","","","","","","","",""
"1359","A-112625-1359","S-112625-1359","O-112625-1359","https://doi.org/10.1016/j.jpain.2010.08.006","Acupuncture for Carpal Tunnel Syndrome: A Systematic Review of Randomized Controlled Trials","Not specified","Not specified","","","","","","",""
"1401","A-112625-1401","S-112625-1401","O-112625-1401","https://pubmed.ncbi.nlm.nih.gov/11802511.0/","Acupuncture for cervical ripening and induction of labor at terma randomized controlled trial","LI 4, SP 6","LI 4, SP 6","LI 4, SP 6","","TARA:0859695, TARA:4385250","","","",""
"581","A-112625-581","S-112625-581","O-112625-581","https://doi.org/10.1089/acm.2008.0589","Acupuncture for Chemotherapy-Induced Neutropenia in Patients with Gynecologic Malignancies: A Pilot Randomized, Sham-Controlled Clinical Trial","LR 3, K 3, SP 6, ST 36, SP 10, LI 4, PC 6, LI 11, GV 20","LR 3, K 3, SP 6, ST 36, SP 10, LI 4, PC 6, LI 11, GV 20","LR 3, KI 3, SP 6, ST 36, SP 10, LI 4, PC 6, LI 11, GV 20","","TARA:6499349, TARA:4362146, TARA:4385250, TARA:6463344, TARA:8433932, TARA:0859695, TARA:4311153, TARA:8923096, TARA:3386254","","","",""
"822","A-112625-822","S-112625-822","O-112625-822","https://doi.org/10.1002/14651858.CD000008","Acupuncture for chronic asthma","GV 14, BL 12, BL 13, DU 08, BL 18, BL 19","GV 14, BL 12, BL 13, DU 08, BL 18, BL 19","GV 14, BL 12, BL 13, BL 18, BL 19","DU 08","TARA:8452754, TARA:5468609, TARA:6050541, TARA:9655874, TARA:6145687","","","",""
"1455","A-112625-1455","S-112625-1455","O-112625-1455","uri not found","Acupuncture for Chronic Asthma: A Controlled Trial with Six Months Follow-Up","Not specified","Not specified","","","","","","",""
"334","A-112625-334","S-112625-334","O-112625-334","https://doi.org/10.1136/bmj.38029.421863.EB","Acupuncture for chronic headache in primary care: large, pragmatic, randomised trial","Not specified","Not specified","","","","","","",""
"37","A-112625-37","S-112625-37","O-112625-37","https://doi.org/10.1001/jama.2014.12660","Acupuncture for Chronic Knee Pain A Randomized Clinical Trial","Not specified","Not specified","","","","","","",""
"112","A-112625-112","S-112625-112","O-112625-112","https://doi.org/10.1097/BRS.0b013e318275e601","Acupuncture for Chronic Low Back Pain A Multicenter, Randomized, Patient-Assessor Blind, Sham-Controlled Clinical Trial","BL 39, BL 18, BL 20, GB 30","BL 39, BL 18, BL 20, GB 30","BL 39, BL 18, BL 20, GB 30","","TARA:2186848, TARA:9655874, TARA:3283628, TARA:9378285","","","",""
"163","A-112625-163","S-112625-163","O-112625-163","https://doi.org/10.1142/S0192415X13500018","Acupuncture for Chronic Low Back Pain in Long-Term Follow-Up: A Meta-Analysis of 13 Randomized Controlled Trials","Not specified","Not specified","","","","","","",""
"143","A-112625-143","S-112625-143","O-112625-143","https://doi.org/10.1093/rheumatology/keg405","Acupuncture for chronic low back pain in older patients: a randomized, controlled trial","UB 23, UB 24, UB 25, UB 28, DU 3, DU 4, UB 36, UB 54, UB 37, UB 40, GB 30, GB 31","UB 23, UB 24, UB 25, UB 28, DU 3, DU 4, UB 36, UB 54, UB 37, UB 40, GB 30, GB 31","BL 23, BL 24, BL 25, BL 28, GV 3, GV 4, BL 36, BL 54, BL 37, BL 40, GB 30, GB 31","","TARA:0992296, TARA:7357260, TARA:0906448, TARA:5318530, TARA:8807122, TARA:8557069, TARA:9927213, TARA:0488267, TARA:2678584, TARA:5290080, TARA:9378285, TARA:5264783","","","",""
"107","A-112625-107","S-112625-107","O-112625-107","https://doi.org/10.1097/00002508-200112000-00003","Acupuncture for Chronic Low Back Pain: A Randomized Placebo-Controlled Study With Long-Term Follow-Up","Not specified","Not specified","","","","","","",""
"532","A-112625-532","S-112625-532","O-112625-532","https://doi.org/10.1186/1471-2474-7-99","Acupuncture for chronic neck pain: a pilot for a randomised controlled trial","GB 21, Ah Shi points, GB 20, Huatuojiaji at C6, S-I3, Huatuojiaji at C7","GB 21, Ah Shi points, GB 20, Huatuojiaji at C6, S-I3, Huatuojiaji at C7","GB 21, GB 20, SI 3","Ah Shi points, Huatuojiaji at C6, Huatuojiaji at C7","TARA:5389461, TARA:2324295, TARA:0220496","","","",""
"739","A-112625-739","S-112625-739","O-112625-739","https://doi.org/10.1001/jama.2013.285478","Acupuncture for Chronic Pain","Not specified","Not specified","","","","","","",""
"228","A-112625-228","S-112625-228","O-112625-228","https://doi.org/10.7326/M15-3118","Acupuncture for Chronic Severe Functional Constipation A Randomized Trial","ST 25, SP 14, ST 37","ST 25, SP 14, ST 37","ST 25, SP 14, ST 37","","TARA:5717468, TARA:1992799, TARA:5918799","","","",""
"1469","A-112625-1469","S-112625-1469","O-112625-1469","https://doi.org/10.7326/0003-4819-84-4-381","Acupuncture for Chronic Shoulder Pain An Experimental Study with Attention to the Role of Placebo and Hypnotic Susceptibility","Ho-ku, Ch'ii-Ch'ih, Chii-ku, Chien-yii, Nao-yii, Chien-chén","Ho-ku, Chii-Chih, Chii-ku, Chien-yii, Nao-yii, Chien-chén","LI 4","Chii-Chih, Chii-ku, Chien-yii, Nao-yii, Chien-chén","TARA:0859695","","","",""
