Acupoint_IRI,Acupoint_Curie,Acupoint,Acupoint_Category,Synonym,Pinyin_Name,Chinese_Name,Meridian,Special_Point_Role,Location,Locational_Anatomy,Acupuncture_Method,Indications,Innervation,Nearby_Nerve,Vasculature,Nearby_Artery,Nearby_Vein,Reference
http://purl.org/tara/ontology/TARA_5220479,TARA:5220479,Lateral Xiyan,Extra Acupuncture Point,"M-LE 26, Xiwai",,,,,"A Xiyan point located in the depression, lateral to the patellar ligament, locating the point with the knee flexed. Lateral Xiyan overlaps with Dubi (ST 35).",knee (patellar ligament),Puncture perpendicularly 0.5- 1.0 inch. Moxibustion is applicable.,"knee pain, weakness of the lower extremities",,,,,,"Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 10, Sec. III, The Extra Points. ISBN 978-7-119-01758-7.
[Additional Synonyms] Acupuncture: A Comprehensive Text. Shanghai College of Traditional Medicine. Translated and edited by J. O'Connor and D. Bensky. Chicago: Eastland Press, 1981. Section II, Ch. 8: Other New and Miscellaneous Points."
http://purl.org/tara/ontology/TARA_7233436,TARA:7233436,Luozhen,Extra Acupuncture Point,M-UE 24,,,,,"On the dorsum of the hand, between the second and third metacarpal bones, about 0.5 cun posterior to metacarpophalangeal joint.",,Puncture perpendicularly 0.5-0.8 inch.,"pain in the arm, pain in the shoulder, sore neck",,,,,,"Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 10, Sec. III, The Extra Points. ISBN 978-7-119-01758-7.
[Additional Synonyms] Acupuncture: A Comprehensive Text. Shanghai College of Traditional Medicine. Translated and edited by J. O'Connor and D. Bensky. Chicago: Eastland Press, 1981. Section II, Ch. 8: Other New and Miscellaneous Points."
http://purl.org/tara/ontology/TARA_8759132,TARA:8759132,Medial Xiyan,Extra Acupuncture Point,"EX-LE 4, Neixiyan",,,,,"A Xiyan point located in the depression, medial to the patellar ligament, locating the point with the knee flexed.",knee (patellar ligament),Puncture perpendicularly 0.5- 1.0 inch. Moxibustion is applicable.,"knee pain, weakness of the lower extremities",,,,,,"Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 10, Sec. III, The Extra Points. ISBN 978-7-119-01758-7.
[Additional Synonyms] Acupuncture: A Comprehensive Text. Shanghai College of Traditional Medicine. Translated and edited by J. O'Connor and D. Bensky. Chicago: Eastland Press, 1981. Section II, Ch. 8: Other New and Miscellaneous Points."
http://purl.org/tara/ontology/TARA_0674193,TARA:0674193,Pigen,Extra Acupuncture Point,"EX-B 4, M-BW 16",,,,,3.5 cun lateral to the lower border of the spinous process of the first lumbar vertebra.,,Puncture perpendicularly 0.5-0.8 inch. Moxibustion is applicable.,"hepatosplenomegaly, lumbar pain",,,,,,"Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 10, Sec. III, The Extra Points. ISBN 978-7-119-01758-7.
[Additional Synonyms] Acupuncture: A Comprehensive Text. Shanghai College of Traditional Medicine. Translated and edited by J. O'Connor and D. Bensky. Chicago: Eastland Press, 1981. Section II, Ch. 8: Other New and Miscellaneous Points."
http://purl.org/tara/ontology/TARA_2581598,TARA:2581598,Qianzheng,Extra Acupuncture Point,N-HN 20,,,,,0.5-1.0 cun anterior to the auricular lobe.,,Puncture obliquely 0.5- 1.0 inch.,"deviation of the eye, deviation of the mouth, ulceration on mouth, ulceration on tongue",,,,,,"Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 10, Sec. III, The Extra Points. ISBN 978-7-119-01758-7.
[Additional Synonyms] Acupuncture: A Comprehensive Text. Shanghai College of Traditional Medicine. Translated and edited by J. O'Connor and D. Bensky. Chicago: Eastland Press, 1981. Section II, Ch. 8: Other New and Miscellaneous Points."
http://purl.org/tara/ontology/TARA_9268434,TARA:9268434,Qiuhou,Extra Acupuncture Point,"EX-HN 7, M-HN 8",,,,,At the junction of the lateral 1/4 and the medial 3/4 of the infraorbital margin.,,"Push the eyeball upward gently, then puncture perpendicularly 0.5-1.2 inches along the orbital margin slowly without movements of lifting, thrusting, twisting and rotating.",eye disease,,,,,,"Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 10, Sec. III, The Extra Points. ISBN 978-7-119-01758-7.
[Additional Synonyms] Acupuncture: A Comprehensive Text. Shanghai College of Traditional Medicine. Translated and edited by J. O'Connor and D. Bensky. Chicago: Eastland Press, 1981. Section II, Ch. 8: Other New and Miscellaneous Points."
http://purl.org/tara/ontology/TARA_2358051,TARA:2358051,Shanglianquan,Extra Acupuncture Point,M-HN 21,,,,,"1 cun below the midpoint of the lower jaw, in the depression between the hyoid bone and the lower border of the jaw.",,Puncture obliquely 0.8-1.2 inches toward the tongue root.,"alalia, difficulty in swallowing, loss of voice, salivation with stiff tongue, sore throat",,,,,,"Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 10, Sec. III, The Extra Points. ISBN 978-7-119-01758-7.
[Additional Synonyms] Acupuncture: A Comprehensive Text. Shanghai College of Traditional Medicine. Translated and edited by J. O'Connor and D. Bensky. Chicago: Eastland Press, 1981. Section II, Ch. 8: Other New and Miscellaneous Points."
http://purl.org/tara/ontology/TARA_9907701,TARA:9907701,Shiqizhui,Extra Acupuncture Point,"EX-B 8, M-BW 25, Shiqizhuixia",,,,,Below the spinous process of the fifth lumbar vertebra.,,Puncture perpendicularly 0.8-1.2 inches. Moxibustion is applicable.,"lumbar pain, thigh pain, paralysis in the lower extremities, irregular menstruation, dysmenorrhea",,,,,,"Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 10, Sec. III, The Extra Points. ISBN 978-7-119-01758-7.
[Additional Synonyms] Acupuncture: A Comprehensive Text. Shanghai College of Traditional Medicine. Translated and edited by J. O'Connor and D. Bensky. Chicago: Eastland Press, 1981. Section II, Ch. 8: Other New and Miscellaneous Points."
http://purl.org/tara/ontology/TARA_2063814,TARA:2063814,Shixuan,Extra Acupuncture Point,"EX-UE 11, M-UE 49, Shiwang",,,,,"On the tips of the ten fingers, about 0.1 cun distal to the nails.",,"Puncture 0.1-0.2 inch superficially, or prick to cause bleeding.","acute tonsillitis, apoplexy, coma, epilepsy, high fever, infantile convulsion, numbness of the finger tips",,,,,,"Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 10, Sec. III, The Extra Points. ISBN 978-7-119-01758-7.
[Additional Synonyms] Acupuncture: A Comprehensive Text. Shanghai College of Traditional Medicine. Translated and edited by J. O'Connor and D. Bensky. Chicago: Eastland Press, 1981. Section II, Ch. 8: Other New and Miscellaneous Points."
http://purl.org/tara/ontology/TARA_5850983,TARA:5850983,Sifeng,Extra Acupuncture Point,"EX-UE 10, M-UE 9",,,,,"On the palmar surface, in the midpoint of the transverse creases of the proximal interphalangeal joints of the index, middle, ring and little fingers.",,"Prick to cause bleeding, or squeeze out a small amount of yellowish viscous fluid locally.","malnutrition and indigestion syndrome in children, whooping cough",,,,,,"Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 10, Sec. III, The Extra Points. ISBN 978-7-119-01758-7.
[Additional Synonyms] Acupuncture: A Comprehensive Text. Shanghai College of Traditional Medicine. Translated and edited by J. O'Connor and D. Bensky. Chicago: Eastland Press, 1981. Section II, Ch. 8: Other New and Miscellaneous Points."
http://purl.org/tara/ontology/TARA_9610280,TARA:9610280,Sishencong,Extra Acupuncture Point,"EX-HN 1, M-HN 1",,,,,"A group of 4 points, at the vertex, 1 cun respectively posterior, anterior and lateral to Baihui (GV 20). (See Fig. 119)",,Puncture subcutaneously 0.5-1.0 inch. Moxibustion is applicable.,"epilepsy, headache, insomnia, vertigo, poor memory",,,,,,"Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 10, Sec. III, The Extra Points. ISBN 978-7-119-01758-7.
[Additional Synonyms] Acupuncture: A Comprehensive Text. Shanghai College of Traditional Medicine. Translated and edited by J. O'Connor and D. Bensky. Chicago: Eastland Press, 1981. Section II, Ch. 8: Other New and Miscellaneous Points."
http://purl.org/tara/ontology/TARA_9534465,TARA:9534465,Taiyang,Extra Acupuncture Point,"EX-HN 5, M-HN 9",,,,,In the depression about one finger breadth posterior to the midpoint between the lateral end of the eyebrow and the outer canthus.,"face (outer canthus, eyebrow)","Puncture perpendicularly 0.3-0.5 inch, or prick to cause bleeding.","deviation of the eye, deviation of the mouth, headache, eye disease",,,,,,"Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 10, Sec. III, The Extra Points. ISBN 978-7-119-01758-7.
[Additional Synonyms] Acupuncture: A Comprehensive Text. Shanghai College of Traditional Medicine. Translated and edited by J. O'Connor and D. Bensky. Chicago: Eastland Press, 1981. Section II, Ch. 8: Other New and Miscellaneous Points."
http://purl.org/tara/ontology/TARA_4242691,TARA:4242691,Weiwanxiashu,Extra Acupuncture Point,"EX-B 3, M-BW 12, Yishu",,,,,1.5 cun lateral to the lower border of the spinous process of the eighth thoracic vertebra. (See Fig. 123),,Puncture obliquely 0.5-0.7 inch. Moxibustion is applicable.,"vomiting, pain in the chest, pain in the hypochondriac region, abdominal pain, diabetes",,,,,,"Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 10, Sec. III, The Extra Points. ISBN 978-7-119-01758-7.
[Additional Synonyms] Acupuncture: A Comprehensive Text. Shanghai College of Traditional Medicine. Translated and edited by J. O'Connor and D. Bensky. Chicago: Eastland Press, 1981. Section II, Ch. 8: Other New and Miscellaneous Points."
http://purl.org/tara/ontology/TARA_0926802,TARA:0926802,Xiyan,Extra Acupuncture Point,"EX-LE 5, M-LE 16",,,,,"A pair of points in the two depressions, medial and lateral to the patellar ligament, locating the point with the knee flexed. These two points are also termed medial and lateral Xiyan respectively. Lateral Xiyan overlaps with Dubi (ST 35).",knee (patellar ligament),Puncture perpendicularly 0.5- 1.0 inch. Moxibustion is applicable.,"knee pain, weakness of the lower extremities",,,,,,"Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 10, Sec. III, The Extra Points. ISBN 978-7-119-01758-7.
[Additional Synonyms] Acupuncture: A Comprehensive Text. Shanghai College of Traditional Medicine. Translated and edited by J. O'Connor and D. Bensky. Chicago: Eastland Press, 1981. Section II, Ch. 8: Other New and Miscellaneous Points."
http://purl.org/tara/ontology/TARA_4613316,TARA:4613316,Yaoqi,Extra Acupuncture Point,"EX-B 9, M-BW 29",,,,,2 cun directly above the tip of the coccyx.,,Puncture subcutaneously upward 1.0-2.0 inches. Moxibustion is applicable.,"epilepsy, constipation, headache, insomnia",,,,,,"Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 10, Sec. III, The Extra Points. ISBN 978-7-119-01758-7.
[Additional Synonyms] Acupuncture: A Comprehensive Text. Shanghai College of Traditional Medicine. Translated and edited by J. O'Connor and D. Bensky. Chicago: Eastland Press, 1981. Section II, Ch. 8: Other New and Miscellaneous Points."
http://purl.org/tara/ontology/TARA_7584875,TARA:7584875,Yaotongxue,Extra Acupuncture Point,EX-UE 7,,,,,"On the dorsum of the hand, midway between the transverse wrist crease and metacarpophalangeal joint, between the second and third metacarpal bones, and between the fourth and fifth metacarpal bones, four points in all on both hands.",,Puncture obliquely 0.5-1.0 inch toward the centre of metacarpus from both sides.,acute lumbar sprain,,,,,,"Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 10, Sec. III, The Extra Points. ISBN 978-7-119-01758-7.
[Additional Synonyms] Acupuncture: A Comprehensive Text. Shanghai College of Traditional Medicine. Translated and edited by J. O'Connor and D. Bensky. Chicago: Eastland Press, 1981. Section II, Ch. 8: Other New and Miscellaneous Points."
http://purl.org/tara/ontology/TARA_2630570,TARA:2630570,Yaoyan,Extra Acupuncture Point,"EX-B 7, M-BW 24",,,,,About 3.5-4 cun lateral to the lower border of the spinous process of the 4th lumbar vertebra. The point is in the depression appearing in prone position.,,Puncture perpendicularly 0.8-1.2 inches. Moxibustion is applicable.,"lumbar pain, frequency of urine, irregular menstruation",,,,,,"Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 10, Sec. III, The Extra Points. ISBN 978-7-119-01758-7.
[Additional Synonyms] Acupuncture: A Comprehensive Text. Shanghai College of Traditional Medicine. Translated and edited by J. O'Connor and D. Bensky. Chicago: Eastland Press, 1981. Section II, Ch. 8: Other New and Miscellaneous Points."
http://purl.org/tara/ontology/TARA_7596288,TARA:7596288,Yiming,Extra Acupuncture Point,"EX-HN 14, M-HN 13",,,,,1 cun posterior to Yifeng (TE 17).,,Puncture perpendicularly 0.5-0.8 inch.,"insomnia, tinnitus, eye disease",,,,,,"Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 10, Sec. III, The Extra Points. ISBN 978-7-119-01758-7.
[Additional Synonyms] Acupuncture: A Comprehensive Text. Shanghai College of Traditional Medicine. Translated and edited by J. O'Connor and D. Bensky. Chicago: Eastland Press, 1981. Section II, Ch. 8: Other New and Miscellaneous Points."
http://purl.org/tara/ontology/TARA_3135569,TARA:3135569,Yintang,Extra Acupuncture Point,"EX-HN 3, M-HN 3, Yingtang",,,,,Midway between the medial ends of the two eyebrows.,,Puncture subcutaneously 0.3-0.5 inch. Moxibustion is applicable.,"infantile convulsion, headache, insomnia, rhinorrhea, epistaxis, frontal headache, head heaviness",,,,,,"Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 10, Sec. III, The Extra Points. ISBN 978-7-119-01758-7.
[Additional Synonyms] Acupuncture: A Comprehensive Text. Shanghai College of Traditional Medicine. Translated and edited by J. O'Connor and D. Bensky. Chicago: Eastland Press, 1981. Section II, Ch. 8: Other New and Miscellaneous Points."
http://purl.org/tara/ontology/TARA_6946713,TARA:6946713,Yuyao,Extra Acupuncture Point,"EX-HN 4, M-HN 6",,,,,"At the midpoint of the eyebrow, directly above the pupil.",,Puncture subcutaneously 0.3-0.5 inch.,"pain in the eye, redness of the eye, swelling of the eye, cloudiness of the cornea, pain in the supraorbital region, ptosis, twitching of the eyelids",,,,,,"Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 10, Sec. III, The Extra Points. ISBN 978-7-119-01758-7.
[Additional Synonyms] Acupuncture: A Comprehensive Text. Shanghai College of Traditional Medicine. Translated and edited by J. O'Connor and D. Bensky. Chicago: Eastland Press, 1981. Section II, Ch. 8: Other New and Miscellaneous Points."
http://purl.org/tara/ontology/TARA_7471145,TARA:7471145,Yuye,Extra Acupuncture Point,"EX-HN 13, M-HN 20b",,,,,"On the veins on both sides of the frenulum of the tongue, Jinjin is on the left, Yuye, on the right.",,,"vomiting, aphasia with stiffness of tongue, swelling of the tongue",,,,,,"Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 10, Sec. III, The Extra Points. ISBN 978-7-119-01758-7.
[Additional Synonyms] Acupuncture: A Comprehensive Text. Shanghai College of Traditional Medicine. Translated and edited by J. O'Connor and D. Bensky. Chicago: Eastland Press, 1981. Section II, Ch. 8: Other New and Miscellaneous Points."
http://purl.org/tara/ontology/TARA_6269212,TARA:6269212,Zhongkui,Extra Acupuncture Point,"EX-UE 4, M-UE 16",,,,,On the midpoint of the proximal interphalangeal joint of the middle finger at dorsum aspect.,,Moxibustion is applied with three moxa cones.,"hiccup, nausea, vomiting",,,,,,"Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 10, Sec. III, The Extra Points. ISBN 978-7-119-01758-7.
[Additional Synonyms] Acupuncture: A Comprehensive Text. Shanghai College of Traditional Medicine. Translated and edited by J. O'Connor and D. Bensky. Chicago: Eastland Press, 1981. Section II, Ch. 8: Other New and Miscellaneous Points."
http://purl.org/tara/ontology/TARA_1216325,TARA:1216325,Zhongquan,Extra Acupuncture Point,"EX-UE 3, M-UE 33",,,,,"On the dorsal crease of the wrist, in the depression on the radial side of the tendon of common extensor muscle of fingers between Yangxi (Ll 5) and Yangchi (TE 4).",,Puncture perpendicularly 0.3-0.5 inch. Moxibustion is applicable.,"gastric pain, spitting of blood, stuffy chest",,,,,,"Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 10, Sec. III, The Extra Points. ISBN 978-7-119-01758-7.
[Additional Synonyms] Acupuncture: A Comprehensive Text. Shanghai College of Traditional Medicine. Translated and edited by J. O'Connor and D. Bensky. Chicago: Eastland Press, 1981. Section II, Ch. 8: Other New and Miscellaneous Points."
http://purl.org/tara/ontology/TARA_8819424,TARA:8819424,Zhoujian,Extra Acupuncture Point,"EX-UE 1, M-UE 46",,,,,On the tip of the ulnar olecranon when the elbow is flexed.,,,scrofula,,,,,,"Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 10, Sec. III, The Extra Points. ISBN 978-7-119-01758-7.
[Additional Synonyms] Acupuncture: A Comprehensive Text. Shanghai College of Traditional Medicine. Translated and edited by J. O'Connor and D. Bensky. Chicago: Eastland Press, 1981. Section II, Ch. 8: Other New and Miscellaneous Points."
http://purl.org/tara/ontology/TARA_4254258,TARA:4254258,Zigongxue,Extra Acupuncture Point,"Zigong, EX-CA 1, M-CA 18",,,,,3 cun lateral to Zhongji (CV 3).,,Puncture perpendicularly 0.8-1.2 inches. Moxibustion is applicable.,"irregular menstruation, prolapse of the uterus",,,,,,"Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 10, Sec. III, The Extra Points. ISBN 978-7-119-01758-7.
[Additional Synonyms] Acupuncture: A Comprehensive Text. Shanghai College of Traditional Medicine. Translated and edited by J. O'Connor and D. Bensky. Chicago: Eastland Press, 1981. Section II, Ch. 8: Other New and Miscellaneous Points."
http://purl.org/tara/ontology/TARA_1460220,TARA:1460220,BL 1,Meridian Acupuncture Point,"B 1, Bladder 1, UB 1, Urinary Bladder 1",Jingming,睛(睛)明,Bladder Meridian,,"On the face, in the depression between the superomedial parts of the inner canthus of the eye and the medial wall of the orbit.
 - Note: When the eye is closed, BL 1 is located in the depression 0.1 B-cun superior and medial to the inner canthus of the eye.","face (camera-type eye, orbital cavity, inner canthus)","Ask the patient to close his eyes when pushing gently the eyeball to the lateral side. Puncture slowly perpendicularly 0.3-0.7 inch along the orbital wall. It is not advisable to twist of lift and thrust the needle vigorously. To avoid bleeding, press the puncturing site for a few seconds after withdrawal of the needle. Moxibustion is forbidden.","pain in the eye, redness of the eye, swelling of the eye, myopia, blurred vision, lacrimation, night blindness, color blindness, itching of the canthus","Superficially, the supratrochlear and infratrochlear nerves; deeper, the branches of the oculomotor nerve, the ophthalmic nerve.",,"The angular artery and vein, deeper, superiorly, the ophthalmic artery and vein.",,,"[Acupuncture Method, Vasculature, Innervation, Indications] Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 8, Acupuncture Points of the Shaoyin and Taiyang Meridians. ISBN 978-7-119-01758-7.
[Acupoint Location, Pinyin Label, Chinese Label] WHO Standard Acupuncture Point Locations in the Western Pacific Region. World Health Organization (WHO), WHO Regional Office for the Western Pacific, 2008. Page 100. https://iris.who.int/handle/10665/353407"
http://purl.org/tara/ontology/TARA_0242146,TARA:0242146,BL 10,Meridian Acupuncture Point,"B 10, Bladder 10, UB 10, Urinary Bladder 10",Tianzhu,天柱,Bladder Meridian,,"In the posterior region of the neck, at the same level as the superior border of the spinous process of the second cervical vertebra (C2), in the depression lateral to the trapezius muscle.","neck (vertebral bone 2, trapezius muscle)",Puncture perpendicularly 0.5-0.8 inch.,"headache, sore throat, pain in the shoulder, nasal obstruction, neck rigidity, pain in the back",The great occipital nerve.,,The occipital artery and vein.,,,"[Acupuncture Method, Vasculature, Innervation, Indications] Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 8, Acupuncture Points of the Shaoyin and Taiyang Meridians. ISBN 978-7-119-01758-7.
[Acupoint Location, Pinyin Label, Chinese Label] WHO Standard Acupuncture Point Locations in the Western Pacific Region. World Health Organization (WHO), WHO Regional Office for the Western Pacific, 2008. Page 104. https://iris.who.int/handle/10665/353407"
http://purl.org/tara/ontology/TARA_1985889,TARA:1985889,BL 11,Meridian Acupuncture Point,"Influential Point of Bone, B 11, Bladder 11, UB 11, Urinary Bladder 11",Dazhu,大杼,Bladder Meridian,Influential Point of Bone,"In the upper back region, at the same level as the inferior border of the spinous process of the first thoracic vertebra (T1), 1.5 B-cun lateral to the posterior median line.","dorsal thoracic segment of trunk (posterior median line, thoracic vertebra 1)",Puncture obliquely 0.5-0.7 inch. Moxibustion is applicable.,"headache, cough, neck rigidity, pain in the neck, pain in the back, fever, pain in the scapular region, soreness in the scapular region","The medial cutaneous branches of the posterior rami of the first and second thoracic nerves; deeper, their lateral cutaneous branches.",,The medial cutaneous branches of the posterior branches of the intercostal artery and vein.,,,"[Acupuncture Method, Vasculature, Innervation, Indications] Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 8, Acupuncture Points of the Shaoyin and Taiyang Meridians. ISBN 978-7-119-01758-7.
[Acupoint Location, Pinyin Label, Chinese Label] WHO Standard Acupuncture Point Locations in the Western Pacific Region. World Health Organization (WHO), WHO Regional Office for the Western Pacific, 2008. Page 105. https://iris.who.int/handle/10665/353407"
http://purl.org/tara/ontology/TARA_5468609,TARA:5468609,BL 12,Meridian Acupuncture Point,"B 12, Bladder 12, UB 12, Urinary Bladder 12",Fengmen,風(风)門(门),Bladder Meridian,,"In the upper back region, at the same level as the inferior border of the spinous process of the second thoracic vertebra (T2), 1.5 B-cun lateral to the posterior median line.","dorsal thoracic segment of trunk (posterior median line, thoracic vertebra 2)",Puncture obliquely 0.5-0.7 inch. Moxibustion is applicable.,"headache, cough, common cold, neck rigidity, fever, backache","Superficially, the medial cutaneous branches of the posterior rami of the second and third thoracic nerves; deeper, their lateral cutaneous branches.",,,,,"[Acupuncture Method, Vasculature, Innervation, Indications] Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 8, Acupuncture Points of the Shaoyin and Taiyang Meridians. ISBN 978-7-119-01758-7.
[Acupoint Location, Pinyin Label, Chinese Label] WHO Standard Acupuncture Point Locations in the Western Pacific Region. World Health Organization (WHO), WHO Regional Office for the Western Pacific, 2008. Page 105. https://iris.who.int/handle/10665/353407"
http://purl.org/tara/ontology/TARA_6050541,TARA:6050541,BL 13,Meridian Acupuncture Point,"Back-Shu Point of the Lung, B 13, Bladder 13, UB 13, Urinary Bladder 13",Feishu,肺兪(俞),Bladder Meridian,Back-Shu Point of the Lung,"In the upper back region, at the same level as the inferior border of the spinous process of the third thoracic vertebra (T3), 1.5 B-cun lateral to the posterior median line.","dorsal thoracic segment of trunk (posterior median line, thoracic vertebra 3)",Puncture obliquely 05-0.7 inch. Moxibustion is applicable.,"spitting of blood, asthma, cough, chest pain, night sweat, afternoon fever","The medial cutaneous branches of the posterior rami of the third and fourth thoracic nerves; deeper, their lateral branches.",,The medial cutaneous branches of the posterior branches of the intercostal artery and vein.,,,"[Acupuncture Method, Vasculature, Innervation, Indications] Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 8, Acupuncture Points of the Shaoyin and Taiyang Meridians. ISBN 978-7-119-01758-7.
[Acupoint Location, Pinyin Label, Chinese Label] WHO Standard Acupuncture Point Locations in the Western Pacific Region. World Health Organization (WHO), WHO Regional Office for the Western Pacific, 2008. Page 106. https://iris.who.int/handle/10665/353407"
http://purl.org/tara/ontology/TARA_9523348,TARA:9523348,BL 14,Meridian Acupuncture Point,"Back-Shu Point of the Pericardium, B 14, Bladder 14, UB 14, Urinary Bladder 14",Jueyinshu,厥陰(阴)兪(俞),Bladder Meridian,Back-Shu Point of the Pericardium,"In the upper back region, at the same level as the inferior border of the spinous process of the fourth thoracic vertebra (T4), 1.5 B-cun lateral to the posterior median line.","dorsal thoracic segment of trunk (posterior median line, thoracic vertebra 4)",Puncture obliquely 0.5-0.7 inch. Moxibustion is applicable.,"stuffy chest, vomiting, cough, cardiac pain, palpitation","The medial cutaneous branches of the posterior rami of the fourth or fifth thoracic nerves; deeper, their lateral branches.",,The medial cutaneous branches of the posterior branches of the intercostal artery and vein.,,,"[Acupuncture Method, Vasculature, Innervation, Indications] Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 8, Acupuncture Points of the Shaoyin and Taiyang Meridians. ISBN 978-7-119-01758-7.
[Acupoint Location, Pinyin Label, Chinese Label] WHO Standard Acupuncture Point Locations in the Western Pacific Region. World Health Organization (WHO), WHO Regional Office for the Western Pacific, 2008. Page 106. https://iris.who.int/handle/10665/353407"
http://purl.org/tara/ontology/TARA_5797983,TARA:5797983,BL 15,Meridian Acupuncture Point,"Back-Shu Point of the Heart, B 15, Bladder 15, UB 15, Urinary Bladder 15",Xinshu,心兪(俞),Bladder Meridian,Back-Shu Point of the Heart,"In the upper back region, at the same level as the inferior border of the spinous process of the fifth thoracic vertebra (T5), 1.5 B-cun lateral to the posterior median line.","dorsal thoracic segment of trunk (posterior median line, thoracic vertebra 5)",Puncture obliquely 0.5-0.7 inch. Moxibustion is applicable.,"spitting of blood, epilepsy, cough, nocturnal emission, mania, cardiac pain, palpitation, night sweat, loss of memory, panic","The medial cutaneous branches of the posterior rami of the fifth and sixth thoracic nerves; deeper, their lateral branches.",,The medial cutaneous branches of the posterior branches of the intercostal artery and vein.,,,"[Acupuncture Method, Vasculature, Innervation, Indications] Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 8, Acupuncture Points of the Shaoyin and Taiyang Meridians. ISBN 978-7-119-01758-7.
[Acupoint Location, Pinyin Label, Chinese Label] WHO Standard Acupuncture Point Locations in the Western Pacific Region. World Health Organization (WHO), WHO Regional Office for the Western Pacific, 2008. Page 107. https://iris.who.int/handle/10665/353407"
