Acupoint_IRI,Acupoint_Curie,Acupoint,Acupoint_Category,Synonym,Pinyin_Name,Chinese_Name,Meridian,Special_Point_Role,Location,Locational_Anatomy,Acupuncture_Method,Indications,Innervation,Nearby_Nerve,Vasculature,Nearby_Artery,Nearby_Vein,Reference
http://purl.org/tara/ontology/TARA_6135195,TARA:6135195,GV 17,Meridian Acupuncture Point,"Du 17, Governor Vessel 17, VG 17",Naohu,"腦(脑,脳)戶",Governor Vessel,,"On the head, in the depression superior to the external occipital protuberance.
 - Note: GV 17 is located in the depression at the intersection of two imaginary lines: the vertical line of the posterior median line and the horizontal line of the superior border of the external occipital protuberance, at the same level as BL 9.","head (posterior median line, external occipital protuberance)",Puncture subcutaneously 0.3-0.5 inch. Moxibustion is applicable.,"epilepsy, dizziness, pain in the neck, stiffness of the neck",The branch of the great occipital nerve.,,The branches of the occipital arteries and veins of the both sides.,,,"[Acupuncture Method, Vasculature, Innervation, Indications] Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 10, Acupuncture Points of the Governor and the Conception Vessels and the Extra Points. ISBN 978-7-119-01758-7.
[Acupoint Location, Pinyin Label, Chinese Label] WHO Standard Acupuncture Point Locations in the Western Pacific Region. World Health Organization (WHO), WHO Regional Office for the Western Pacific, 2008. Page 212. https://iris.who.int/handle/10665/353407"
http://purl.org/tara/ontology/TARA_7589061,TARA:7589061,GV 18,Meridian Acupuncture Point,"Du 18, Governor Vessel 18, VG 18",Qiangjian,強間(间),Governor Vessel,,"On the head, 4 B-cun superior to the posterior hairline, on the posterior median line.
 - Note: GV 18 is located in the depression 1.5 B-cun superior to GV 17.","head (posterior median line, posterior hairline)",Puncture subcutaneously 0.3-0.5 inch. Moxibustion is applicable.,"headache, mania, neck rigidity, blurred vision",,,The branches of the occipital arteries and veins of the both sides.,,,"[Acupuncture Method, Vasculature, Innervation, Indications] Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 10, Acupuncture Points of the Governor and the Conception Vessels and the Extra Points. ISBN 978-7-119-01758-7.
[Acupoint Location, Pinyin Label, Chinese Label] WHO Standard Acupuncture Point Locations in the Western Pacific Region. World Health Organization (WHO), WHO Regional Office for the Western Pacific, 2008. Page 212. https://iris.who.int/handle/10665/353407"
http://purl.org/tara/ontology/TARA_5455543,TARA:5455543,GV 19,Meridian Acupuncture Point,"Du 19, Governor Vessel 19, VG 19",Houding,後(后)頂(顶),Governor Vessel,,"On the head, 5.5 B-cun superior to the posterior hairline, on the posterior median line.
 - Note: GV 19 is located 1.5 B-cun posterior to GV 20.","head (posterior median line, posterior hairline)",Puncture subcutaneously 0.3-0.5 inch. Moxibustion is applicable. .,"epilepsy, headache, mania, vertigo",,,The branches of the occipital arteries and veins of the both sides.,,,"[Acupuncture Method, Vasculature, Innervation, Indications] Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 10, Acupuncture Points of the Governor and the Conception Vessels and the Extra Points. ISBN 978-7-119-01758-7.
[Acupoint Location, Pinyin Label, Chinese Label] WHO Standard Acupuncture Point Locations in the Western Pacific Region. World Health Organization (WHO), WHO Regional Office for the Western Pacific, 2008. Page 213. https://iris.who.int/handle/10665/353407"
http://purl.org/tara/ontology/TARA_2678362,TARA:2678362,GV 2,Meridian Acupuncture Point,"Du 2, Governor Vessel 2, VG 2",Yaoshu,腰兪(俞),Governor Vessel,,"In the sacral region, at the sacral hiatus, on the posterior median line.
 - Note: The sacral hiatus is a small depression immediately above the anal cleft.","sacral region (intergluteal cleft, posterior median line)",Puncture obliquely upward 0.5-1.0 inch. Moxibustion is applicable.,"hemorrhoids, epilepsy, muscular atrophy of the lower extremities, irregular menstruation, pain in the lower back, stiffness of the lower back",The branch of the coccygeal nerve.,,The branches of the median sacral artery and vein.,,,"[Acupuncture Method, Vasculature, Innervation, Indications] Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 10, Acupuncture Points of the Governor and the Conception Vessels and the Extra Points. ISBN 978-7-119-01758-7.
[Acupoint Location, Pinyin Label, Chinese Label] WHO Standard Acupuncture Point Locations in the Western Pacific Region. World Health Organization (WHO), WHO Regional Office for the Western Pacific, 2008. Page 204. https://iris.who.int/handle/10665/353407"
http://purl.org/tara/ontology/TARA_3386254,TARA:3386254,GV 20,Meridian Acupuncture Point,"Du 20, Governor Vessel 20, VG 20",Baihui,百會(会),Governor Vessel,,"On the head, 5 B-cun superior to the anterior hairline, on the anterior median line.
 - Note 1: GV 20 is located in the depression 1 B-cun anterior to the midpoint of the line from the anterior hairline to the posterior hairline.
 - Note 2: When the ears are folded, GV 20 is located at the midpoint of the connecting line between the auricular apices.","head (anterior median line, anterior hairline, posterior hairline)",Puncture subcutaneously 0.3-0.5 inch. Moxibustion is applicable.,"prolapse of the rectum, coma, headache, mental disorder, nasal obstruction, vertigo, tinnitus, prolapse of the uterus, aphasia by apoplexy",The branch of the great occipital nerve.,,The anastomotic network formed by the superficial temporal arteries and veins and the occipital arteries and veins on both sides.,,,"[Acupuncture Method, Vasculature, Innervation, Indications] Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 10, Acupuncture Points of the Governor and the Conception Vessels and the Extra Points. ISBN 978-7-119-01758-7.
[Acupoint Location, Pinyin Label, Chinese Label] WHO Standard Acupuncture Point Locations in the Western Pacific Region. World Health Organization (WHO), WHO Regional Office for the Western Pacific, 2008. Page 213. https://iris.who.int/handle/10665/353407"
http://purl.org/tara/ontology/TARA_4510130,TARA:4510130,GV 21,Meridian Acupuncture Point,"Du 21, Governor Vessel 21, VG 21",Qianding,前頂(顶),Governor Vessel,,"On the head, 3.5 B-cun superior to the anterior hairline, on the anterior median line.
 - Note: GV 21 is located at the midpoint of the line connecting GV 20 and GV 22.","head (anterior median line, anterior hairline)",Puncture subcutaneously 0.3-0.5 inch. Moxibustion is applicable.,"epilepsy, dizziness, blurred vision, rhinorrhea, vertical headache",On the communicating site of the branch of the frontal nerve with the branch of the great occipital nerve.,,The anastomotic network formed by the right and left superficial temporal arteries and veins.,,,"[Acupuncture Method, Vasculature, Innervation, Indications] Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 10, Acupuncture Points of the Governor and the Conception Vessels and the Extra Points. ISBN 978-7-119-01758-7.
[Acupoint Location, Pinyin Label, Chinese Label] WHO Standard Acupuncture Point Locations in the Western Pacific Region. World Health Organization (WHO), WHO Regional Office for the Western Pacific, 2008. Page 214. https://iris.who.int/handle/10665/353407"
http://purl.org/tara/ontology/TARA_2168429,TARA:2168429,GV 22,Meridian Acupuncture Point,"Du 22, Governor Vessel 22, VG 22",Xinhui,顖(囟)會(会),Governor Vessel,,"On the head, 2 B-cun superior to the anterior hairline, on the anterior median line.","head (anterior median line, anterior hairline)",Puncture subcutaneously 0.3-0.5 inch. This point is prohibited in infants with metopism. Moxibustion is applicable.,"infantile convulsion, headache, blurred vision, rhinorrhea",The branch of the frontal nerve.,,The anastomotic network formed by the right and left superficial tempor-al artery and vein and the frontal artery and vein.,,,"[Acupuncture Method, Vasculature, Innervation, Indications] Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 10, Acupuncture Points of the Governor and the Conception Vessels and the Extra Points. ISBN 978-7-119-01758-7.
[Acupoint Location, Pinyin Label, Chinese Label] WHO Standard Acupuncture Point Locations in the Western Pacific Region. World Health Organization (WHO), WHO Regional Office for the Western Pacific, 2008. Page 214. https://iris.who.int/handle/10665/353407"
http://purl.org/tara/ontology/TARA_7690229,TARA:7690229,GV 23,Meridian Acupuncture Point,"Du 23, Governor Vessel 23, VG 23",Shangxing,上星,Governor Vessel,,"On the head, 1 B-cun superior to the anterior hairline, on the anterior median line.","head (anterior median line, anterior hairline)",Puncture subcutaneously 0.3-0.5 inch or prick to cause bleeding. This point is prohibited in infants with metopism. Moxibustion is applicable.,"headache, mental disorder, rhinorrhea, epistaxis, ophthalmalgia",The branch of the frontal nerve.,,"The branches of the frontal artery and vein, and the branches of the superficial temporal artery and vein.",,,"[Acupuncture Method, Vasculature, Innervation, Indications] Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 10, Acupuncture Points of the Governor and the Conception Vessels and the Extra Points. ISBN 978-7-119-01758-7.
[Acupoint Location, Pinyin Label, Chinese Label] WHO Standard Acupuncture Point Locations in the Western Pacific Region. World Health Organization (WHO), WHO Regional Office for the Western Pacific, 2008. Page 215. https://iris.who.int/handle/10665/353407"
http://purl.org/tara/ontology/TARA_7679931,TARA:7679931,GV 24,Meridian Acupuncture Point,"Du 24, Governor Vessel 24, VG 24",Shenting,神(神)庭,Governor Vessel,,"On the head, 0.5 B-cun superior to the anterior hairline, on the anterior median line.
 - Note: When the anterior hairline is unclear or changed, GV 24 is located 3.5 B-cun superior to the midpoint between the medial ends of the eyebrows.","head (anterior median line, anterior hairline, eyebrow)","Puncture subcutaneously 0.3-0.5 inch, or prick to cause bleeding.","epilepsy, headache, insomnia, vertigo, rhinorrhea, anxiety, palpitation",The branch of the frontal nerve.,,The branch of the frontal artery and vein.,,,"[Acupuncture Method, Vasculature, Innervation, Indications] Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 10, Acupuncture Points of the Governor and the Conception Vessels and the Extra Points. ISBN 978-7-119-01758-7.
[Acupoint Location, Pinyin Label, Chinese Label] WHO Standard Acupuncture Point Locations in the Western Pacific Region. World Health Organization (WHO), WHO Regional Office for the Western Pacific, 2008. Page 215. https://iris.who.int/handle/10665/353407"
http://purl.org/tara/ontology/TARA_6924908,TARA:6924908,GV 25,Meridian Acupuncture Point,"Du 25, Governor Vessel 25, VG 25",Suliao,素髎(髎),Governor Vessel,,"On the face, at the tip of the nose.","face (nose, nose tip)","Puncture perpendicularly 0.2-0.3 inch, or prick to cause bleeding.","nasal obstruction, rhinorrhea, epistaxis, loss of consciousness, rosacea",The external nasal branch of the anterior ethmoidal nerve.,,The lateral nasal branches of the facial artery and vein.,,,"[Acupuncture Method, Vasculature, Innervation, Indications] Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 10, Acupuncture Points of the Governor and the Conception Vessels and the Extra Points. ISBN 978-7-119-01758-7.
[Acupoint Location, Pinyin Label, Chinese Label] WHO Standard Acupuncture Point Locations in the Western Pacific Region. World Health Organization (WHO), WHO Regional Office for the Western Pacific, 2008. Page 216. https://iris.who.int/handle/10665/353407"
http://purl.org/tara/ontology/TARA_0829128,TARA:0829128,GV 26,Meridian Acupuncture Point,"Du 26, Governor Vessel 26, VG 26","Renzhong, Shuigou",水溝(沟),Governor Vessel,,"On the face, at the midpoint of the philtrum midline. Remarks: Alternative location for GV 26 at the junction of the upper one third and lower two thirds of the philtrum midline.",face (philtrum),Puncture obliquely upward OJ-0.5 inch.,,"The buccal branch of the facial nerve, and the branch of the intraorbital nerve.",,The superior labial artery and vein.,,,"[Acupuncture Method, Vasculature, Innervation, Indications] Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 10, Acupuncture Points of the Governor and the Conception Vessels and the Extra Points. ISBN 978-7-119-01758-7.
[Acupoint Location, Pinyin Label, Chinese Label] WHO Standard Acupuncture Point Locations in the Western Pacific Region. World Health Organization (WHO), WHO Regional Office for the Western Pacific, 2008. Page 216. https://iris.who.int/handle/10665/353407"
http://purl.org/tara/ontology/TARA_6574583,TARA:6574583,GV 27,Meridian Acupuncture Point,"Du 27, Governor Vessel 27, VG 27",Duiduan,兌(兑)端,Governor Vessel,,"On the face, at the midpoint of the tubercle of the upper lip.",face (upper lip),Puncture obliquely upward 0.2-0.3 inch.,"mental disorder, pain in the gums, swelling of the gums, lip stiffness, lip twitching","The buccal branch of the facial nerve, and the branch of the infraorbital nerve.",,The superior labial artery and vein.,,,"[Acupuncture Method, Vasculature, Innervation, Indications] Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 10, Acupuncture Points of the Governor and the Conception Vessels and the Extra Points. ISBN 978-7-119-01758-7.
[Acupoint Location, Pinyin Label, Chinese Label] WHO Standard Acupuncture Point Locations in the Western Pacific Region. World Health Organization (WHO), WHO Regional Office for the Western Pacific, 2008. Page 217. https://iris.who.int/handle/10665/353407"
http://purl.org/tara/ontology/TARA_8131302,TARA:8131302,GV 28,Meridian Acupuncture Point,"Du 28, Governor Vessel 28, VG 28",Yinjiao,齦(龈)交,Governor Vessel,,"On the face, at the junction of the frenulum of the upper lip with the upper gum.
 - Note: With the head extended in the seated posture and the upper lip lifted, GV 28 is located at the junction of the frenulum of the upper lip with the upper gum.","face (gingiva of upper jaw, frenulum of lip)","Puncture obliquely upward 0.1 -0.2 inch, or prick to cause bleeding.","mental disorder, pain in the gums, swelling of the gums, rhinorrhea",The branch of the superior alveolar nerve.,,The superior labial artery and vein.,,,"[Acupuncture Method, Vasculature, Innervation, Indications] Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 10, Acupuncture Points of the Governor and the Conception Vessels and the Extra Points. ISBN 978-7-119-01758-7.
[Acupoint Location, Pinyin Label, Chinese Label] WHO Standard Acupuncture Point Locations in the Western Pacific Region. World Health Organization (WHO), WHO Regional Office for the Western Pacific, 2008. Page 217. https://iris.who.int/handle/10665/353407"
http://purl.org/tara/ontology/TARA_8807122,TARA:8807122,GV 3,Meridian Acupuncture Point,"Du 3, Governor Vessel 3, VG 3",Yaoyangguan,"腰陽(阳)關(关,関)",Governor Vessel,,"In the lumbar region, in the depression inferior to the spinous process of the fourth lumbar vertebra (L4), on the posterior median line.
 - Note: GV 3 can be located by first palpating the highest points of the iliac crests and the spinous process of the fourth lumbar vertebra (L4) can then be found at the midpoint of the highest points of both iliac crests.","lower back (iliac crest, posterior median line, lumbar vertebra 4)",Puncture perpendicularly 0.5-1.0 inch. Moxibustion is applicable.,,The medial branch of the posterior ramus of the lumbar nerve.,,The posterior branch of the lumbar artery.,,,"[Acupuncture Method, Vasculature, Innervation, Indications] Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 10, Acupuncture Points of the Governor and the Conception Vessels and the Extra Points. ISBN 978-7-119-01758-7.
[Acupoint Location, Pinyin Label, Chinese Label] WHO Standard Acupuncture Point Locations in the Western Pacific Region. World Health Organization (WHO), WHO Regional Office for the Western Pacific, 2008. Page 205. https://iris.who.int/handle/10665/353407"
http://purl.org/tara/ontology/TARA_8557069,TARA:8557069,GV 4,Meridian Acupuncture Point,"Mingmen, Du 4, Governor Vessel 4, VG 4",Mingmen,命門(门),Governor Vessel,,"In the lumbar region, in the depression inferior to the spinous process of the second lumbar vertebra (L2), on the posterior median line.","lower back (posterior median line, lumbar vertebra 2)",Puncture perpendicularly 0.5-1.0 inch. Moxibustion is applicable.,"indigestion, irregular menstruation, nocturnal emission, diarrhea, lumbago, leukorrhea, stiffness of the back, impotence",,,The posterior branch of the lumbar artery.,,,"[Acupuncture Method, Vasculature, Innervation, Indications] Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 10, Acupuncture Points of the Governor and the Conception Vessels and the Extra Points. ISBN 978-7-119-01758-7.
[Acupoint Location, Pinyin Label, Chinese Label] WHO Standard Acupuncture Point Locations in the Western Pacific Region. World Health Organization (WHO), WHO Regional Office for the Western Pacific, 2008. Page 205. https://iris.who.int/handle/10665/353407"
http://purl.org/tara/ontology/TARA_1697302,TARA:1697302,GV 5,Meridian Acupuncture Point,"Du 5, Governor Vessel 5, VG 5",Xuanshu,懸(悬)樞(枢),Governor Vessel,,"In the lumbar region, in the depression inferior to the spinous process of the first lumbar vertebra (L1), on the posterior median line.","lower back (posterior median line, lumbar vertebra 1)",Puncture perpendicularly 0.5-1.0 inch. Moxibustion is applicable.,"indigestion, diarrhea, pain in the lower back, stiffness of the lower back",,,The posterior branch of the lumbar artery.,,,"[Acupuncture Method, Vasculature, Innervation, Indications] Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 10, Acupuncture Points of the Governor and the Conception Vessels and the Extra Points. ISBN 978-7-119-01758-7.
[Acupoint Location, Pinyin Label, Chinese Label] WHO Standard Acupuncture Point Locations in the Western Pacific Region. World Health Organization (WHO), WHO Regional Office for the Western Pacific, 2008. Page 206. https://iris.who.int/handle/10665/353407"
http://purl.org/tara/ontology/TARA_5902217,TARA:5902217,GV 6,Meridian Acupuncture Point,"Du 6, Governor Vessel 6, VG 6",Jizhong,脊中,Governor Vessel,,"In the upper back region, in the depression inferior to the spinous process of the 11th thoracic vertebra (T11), on the posterior median line.","dorsal thoracic segment of trunk (posterior median line, thoracic vertebra 11)",Puncture perpendicularly 0.5-1.0 inch.,"epilepsy, jaundice, diarrhea, pain in the back, stiffness of the back, pain in the epigastric region",The medial branch of the posterior ramus of the eleventh thoracic nerve.,,The posterior branch of the eleventh intercostal artery.,,,"[Acupuncture Method, Vasculature, Innervation, Indications] Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 10, Acupuncture Points of the Governor and the Conception Vessels and the Extra Points. ISBN 978-7-119-01758-7.
[Acupoint Location, Pinyin Label, Chinese Label] WHO Standard Acupuncture Point Locations in the Western Pacific Region. World Health Organization (WHO), WHO Regional Office for the Western Pacific, 2008. Page 206. https://iris.who.int/handle/10665/353407"
http://purl.org/tara/ontology/TARA_9586774,TARA:9586774,GV 7,Meridian Acupuncture Point,"Du 7, Governor Vessel 7, VG 7",Zhongshu,中樞(枢),Governor Vessel,,"In the upper back region, in the depression inferior to the spinous process of the tenth thoracic vertebra (T10), on the posterior median line.","dorsal thoracic segment of trunk (posterior median line, thoracic vertebra 10)",Puncture perpendicularly 0.5-1.0 inch. Moxibustion is applicable.,"low back pain, stiffness of the back, pain in the epigastric region",The medial branch of the posterior ramus of the tenth thoracic nerve.,,The posterior branch of the tenth intercostal artery.,,,"[Acupuncture Method, Vasculature, Innervation, Indications] Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 10, Acupuncture Points of the Governor and the Conception Vessels and the Extra Points. ISBN 978-7-119-01758-7.
[Acupoint Location, Pinyin Label, Chinese Label] WHO Standard Acupuncture Point Locations in the Western Pacific Region. World Health Organization (WHO), WHO Regional Office for the Western Pacific, 2008. Page 207. https://iris.who.int/handle/10665/353407"
http://purl.org/tara/ontology/TARA_8093645,TARA:8093645,GV 8,Meridian Acupuncture Point,"Du 8, Governor Vessel 8, VG 8",Jinsuo,筋縮(缩),Governor Vessel,,"In the upper back region, in the depression inferior to the spinous process of the ninth thoracic vertebra (T9), on the posterior median line.","dorsal thoracic segment of trunk (posterior median line, thoracic vertebra 9)",Puncture perpendicularly 0.5-1.0 inch. Moxibustion is applicable.,"gastric pain, epilepsy, stiffness of the back",The medial branch of the posterior ramus of the ninth thoracic nerve.,,The posterior branch of the ninth intercostal artery.,,,"[Acupuncture Method, Vasculature, Innervation, Indications] Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 10, Acupuncture Points of the Governor and the Conception Vessels and the Extra Points. ISBN 978-7-119-01758-7.
[Acupoint Location, Pinyin Label, Chinese Label] WHO Standard Acupuncture Point Locations in the Western Pacific Region. World Health Organization (WHO), WHO Regional Office for the Western Pacific, 2008. Page 207. https://iris.who.int/handle/10665/353407"
http://purl.org/tara/ontology/TARA_8982235,TARA:8982235,GV 9,Meridian Acupuncture Point,"Du 9, Governor Vessel 9, VG 9",Zhiyang,至陽(阳),Governor Vessel,,"In the upper back region, in the depression inferior to the spinous process of the seventh thoracic vertebra (T7), on the posterior median line.
 - Note: The depression inferior to the spinous process of the seventh thoracic vertebra (T7) which is at the intersection of two imaginary lines: the posterior midline and the horizontal line of the inferior border of the inferior angle of the scapula.","dorsal thoracic segment of trunk (scapula, posterior median line, thoracic vertebra 7)",Puncture obliquely upward 0.5-1.0 inch. Moxibustion is applicable.,"asthma, cough, pain in the chest, jaundice, pain in the back, stiffness of the back",The medial branch of the posterior ramus of the seventh thoracic nerve.,,The posterior branch of the seventh intercostal artery.,,,"[Acupuncture Method, Vasculature, Innervation, Indications] Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 10, Acupuncture Points of the Governor and the Conception Vessels and the Extra Points. ISBN 978-7-119-01758-7.
[Acupoint Location, Pinyin Label, Chinese Label] WHO Standard Acupuncture Point Locations in the Western Pacific Region. World Health Organization (WHO), WHO Regional Office for the Western Pacific, 2008. Page 208. https://iris.who.int/handle/10665/353407"
http://purl.org/tara/ontology/TARA_8364824,TARA:8364824,Governor Vessel Acupoint,Meridian Acupuncture Point,"Acupoint of Governor Vessel, Acupoint of the Du channel, Acupoint of the Governor Vessel, Acupuncture point of the Du channel, Acupuncture point of the Governor Vessel, Du Acupoint, Du Channel Acupoint, GV Acupoint",,,Governor Vessel,,,,,,,,,,,"WHO Standard Acupuncture Point Locations in the Western Pacific Region. World Health Organization (WHO), WHO Regional Office for the Western Pacific, 2008. https://iris.who.int/handle/10665/353407"
http://purl.org/tara/ontology/TARA_0420802,TARA:0420802,HT 1,Meridian Acupuncture Point,"H 1, HE 1, Heart 1",Jiquan,極(极)泉,Heart Meridian,,"In the axilla, in the centre of the axillary fossa, over the axillary artery.","axilla (axillary fossa, axillary artery)",Avoid puncturing the axillary artery. Puncture perpendicularly 0.5-1.0 inch. Moxibustion is applicable.,"scrofula, pain in the costal region, pain in the cardiac region, cold pain of the arm, cold pain of the elbow, dryness of the throat","The ulnar nerve, median nerve and medial brachial cutaneous nerve.","ulnar nerve, Medial cutaneous nerve of the arm, medial cutaneous nerve of the arm, median nerve","Laterally, the axillary artery.",axillary artery,,"[Acupuncture Method, Vasculature, Innervation, Indications] Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 8, Acupuncture Points of the Shaoyin and Taiyang Meridians. ISBN 978-7-119-01758-7.
[Acupoint Location, Pinyin Label, Chinese Label] WHO Standard Acupuncture Point Locations in the Western Pacific Region. World Health Organization (WHO), WHO Regional Office for the Western Pacific, 2008. Page 82. https://iris.who.int/handle/10665/353407"
http://purl.org/tara/ontology/TARA_9830532,TARA:9830532,HT 2,Meridian Acupuncture Point,"H 2, HE 2, Heart 2",Qingling,"靑(青)靈(灵,霊)",Heart Meridian,,"On the medial aspect of the arm, just medial to the biceps brachii muscle, 3 B-cun superior to the cubital crease.
 - Note: With the elbow flexed and the arm abducted, HT 2 is located at the junction of the upper two thirds and lower one third of the line connecting HT 1 with HT 3.","arm (biceps brachii, cubital crease)",Puncture perpendicularly 0.3-0.5 inch. Moxibustion is applicable.,"pain in the hypochondriac region, pain in the arm, pain in the shoulder, pain in the cardiac region","The medial antebrachial cutaneous nerve, the medial brachial cutaneous nerve and the ulnar nerve.","medial cutaneous nerve of the forearm, ulnar nerve, Medial cutaneous nerve of the arm, medial cutaneous nerve of the arm","The basilic vein, the superior ulnar collateral artery.",Superior ulnar collateral artery,basilic vein,"[Acupuncture Method, Vasculature, Innervation, Indications] Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 8, Acupuncture Points of the Shaoyin and Taiyang Meridians. ISBN 978-7-119-01758-7.
[Acupoint Location, Pinyin Label, Chinese Label] WHO Standard Acupuncture Point Locations in the Western Pacific Region. World Health Organization (WHO), WHO Regional Office for the Western Pacific, 2008. Page 82. https://iris.who.int/handle/10665/353407"
http://purl.org/tara/ontology/TARA_2385378,TARA:2385378,HT 3,Meridian Acupuncture Point,"H 3, HE 3, Heart 3",Shaohai,少海(海),Heart Meridian,He-Sea Point,"On the anteromedial aspect of the elbow, just anterior to the medial epicondyle of the humerus, at the same level as the cubital crease.
 - Note: With the elbow is flexed, HT 3 is located at the midpoint of the line connecting the medial end of the cubital crease and the medial epicondyle of the humerus.","elbow (cubital crease, entepicondyle of humerus)",Puncture perpendicularly 0.5-1.0 inch. Moxibustion is applicable.,"scrofula, pain in the hypochondriac region, numbness of the arm, numbness of the hand, cardiac pain, spasmodic pain of the arm, tremor of the hand, pain in the axilla, spasmodic pain of the hand",The medial antebrachial cutaneous nerve.,medial cutaneous nerve of the forearm,"The basilic vein, the inferior ulnar collateral artery, the ulnar recurrent artery and vein.","Superior ulnar collateral artery, Ulnar recurrent artery","Ulnar recurrent vein, basilic vein","[Acupuncture Method, Vasculature, Innervation, Indications] Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 8, Acupuncture Points of the Shaoyin and Taiyang Meridians. ISBN 978-7-119-01758-7.
[Acupoint Location, Pinyin Label, Chinese Label] WHO Standard Acupuncture Point Locations in the Western Pacific Region. World Health Organization (WHO), WHO Regional Office for the Western Pacific, 2008. Page 83. https://iris.who.int/handle/10665/353407"
http://purl.org/tara/ontology/TARA_2718726,TARA:2718726,HT 4,Meridian Acupuncture Point,"H 4, HE 4, Heart 4",Lingdao,"靈(灵,霊)道(道)",Heart Meridian,Jing-River Point,"On the anteromedial aspect of the forearm, just radial to the flexor carpi ulnaris tendon, 1.5 B-cun proximal to the palmar wrist crease.
 - Note 1: 1.5 B-cun proximal to HT 7, at the same level as the superior border of the head of the ulna.
 - Note 2: 1.5 B-cun proximal to the radial side of the superior border of the pisiform bone.","forelimb zeugopod (ulna, pisiform, palmar wrist crease, Tendon of flexor carpi ulnaris)",Puncture perpendicularly 0.3-0.5 inch. Moxibustion is applicable.,"sudden loss of voice, cardiac pain, spasmodic pain of the arm, spasmodic pain of the elbow","The medial antebrachial cutaneous nerve; on the ulnar side, the ulnar nerve.","medial cutaneous nerve of the forearm, ulnar nerve",The ulnar artery.,ulnar artery,,"[Acupuncture Method, Vasculature, Innervation, Indications] Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 8, Acupuncture Points of the Shaoyin and Taiyang Meridians. ISBN 978-7-119-01758-7.
[Acupoint Location, Pinyin Label, Chinese Label] WHO Standard Acupuncture Point Locations in the Western Pacific Region. World Health Organization (WHO), WHO Regional Office for the Western Pacific, 2008. Page 83. https://iris.who.int/handle/10665/353407"
